Ranking Section,Item Name,Internal Category,Score (Worst to Best),Assigned Group
,Shemagh_Bandit_Black,other,0.5500,TIER 3 / MILITARY
,Shemagh_White,other,0.5500,TIER 3 / MILITARY
,Shemagh_Bandit_White,other,0.5500,TIER 3 / MILITARY
,Shemagh_Red,other,0.5500,TIER 3 / MILITARY
,Shemagh_Bandit_Red,other,0.5500,TIER 3 / MILITARY
,Iceaxe,tools,0.5500,CONSTRUCTION & SPARE PARTS
,PVCBow,other,0.5500,TIER 3 / MILITARY
,RecurveBow,other,0.5500,TIER 3 / MILITARY
,BaseballBat,other,0.5660,TIER 3 / MILITARY
,XmasBaseballBat,other,0.5660,TIER 3 / MILITARY
,FishNetTrap,other,0.5700,TIER 3 / MILITARY
,TripwireTrap,other,0.6000,TIER 3 / MILITARY
,MK4Optic_Tan,other,0.6000,TIER 3 / MILITARY
,MK4Optic_Green,other,0.6000,TIER 3 / MILITARY
,MK4Optic_Black,other,0.6000,TIER 3 / MILITARY
,PSO1Optic,other,0.6000,TIER 3 / MILITARY
,PSO11Optic,other,0.6000,TIER 3 / MILITARY
,NailedBaseballBat,other,0.6000,TIER 3 / MILITARY
,BarbedBaseballBat,other,0.6000,TIER 3 / MILITARY
,BUISOptic,other,0.6440,TIER 3 / MILITARY
,PSO6Optic,other,0.6500,TIER 3 / MILITARY
,HockeyStick,other,0.6500,TIER 3 / MILITARY
,NewHockeyStick,other,0.6500,TIER 3 / MILITARY
,Tripod,other,0.6600,TIER 3 / MILITARY
,CookingStand,other,0.6600,TIER 3 / MILITARY
,LongWoodenStick,other,0.6700,TIER 3 / MILITARY
,SharpWoodenStick,other,0.6700,TIER 3 / MILITARY
,Broom_Birch,other,0.6700,TIER 3 / MILITARY
,Wellies_Black,other,0.7000,TIER 3 / MILITARY
,Wellies_Brown,other,0.7000,TIER 3 / MILITARY
,Wellies_Green,other,0.7000,TIER 3 / MILITARY
,Wellies_Grey,other,0.7000,TIER 3 / MILITARY
,LongrangeOptic,other,0.7000,TIER 3 / MILITARY
,PistolOptic,other,0.7000,TIER 3 / MILITARY
,GhillieBushrag_Tan,other,0.7000,TIER 3 / MILITARY
,GhillieBushrag_Woodland,other,0.7000,TIER 3 / MILITARY
,GhillieBushrag_Mossy,other,0.7000,TIER 3 / MILITARY
,GhillieBushrag_Winter,other,0.7000,TIER 3 / MILITARY
,RabbitPelt,other,0.7000,TIER 3 / MILITARY
,PNC_MoreMag_VAL_20RndCoupledClamp,other,0.7000,TIER 3 / MILITARY
,AK_FoldingBttstck,other,0.7200,TIER 3 / MILITARY
,AK_FoldingBttstck_Black,other,0.7200,TIER 3 / MILITARY
,AK_FoldingBttstck_Green,other,0.7200,TIER 3 / MILITARY
,Saiga_Bttstck,other,0.7200,TIER 3 / MILITARY
,PP19_Bttstck,other,0.7200,TIER 3 / MILITARY
,PNC_RPK16_butt,other,0.7300,TIER 3 / MILITARY
,DressShoes_Beige,other,0.7800,TIER 3 / MILITARY
,DressShoes_Black,other,0.7800,TIER 3 / MILITARY
,DressShoes_Brown,other,0.7800,TIER 3 / MILITARY
,DressShoes_Sunburst,other,0.7800,TIER 3 / MILITARY
,DressShoes_White,other,0.7800,TIER 3 / MILITARY
,Sneakers_Black,other,0.7800,TIER 3 / MILITARY
,Sneakers_Gray,other,0.7800,TIER 3 / MILITARY
,Sneakers_Green,other,0.7800,TIER 3 / MILITARY
,Sneakers_Red,other,0.7800,TIER 3 / MILITARY
,Sneakers_White,other,0.7800,TIER 3 / MILITARY
,WeaponCleaningKit,other,0.7800,TIER 3 / MILITARY
,PUScopeOptic,other,0.8000,TIER 3 / MILITARY
,KashtanOptic,other,0.8000,TIER 3 / MILITARY
,KobraOptic,other,0.8000,TIER 3 / MILITARY
,GhillieTop_Tan,other,0.8000,TIER 3 / MILITARY
,GhillieTop_Woodland,other,0.8000,TIER 3 / MILITARY
,GhillieTop_Mossy,other,0.8000,TIER 3 / MILITARY
,GhillieTop_Winter,other,0.8000,TIER 3 / MILITARY
,StunBaton,other,0.8000,TIER 3 / MILITARY
,HandSaw,tools,0.8000,TIER 3 / MILITARY
,Hacksaw,tools,0.8000,TIER 3 / MILITARY
,Paddle,other,0.8000,TIER 3 / MILITARY
,SK8_Sneakers_Black,other,0.8500,TIER 3 / MILITARY
,SK8_Sneakers_FullBlack,other,0.8500,TIER 3 / MILITARY
,SK8_Sneakers_Blue,other,0.8500,TIER 3 / MILITARY
,FlipFlops_Colorbase,other,0.9000,TIER 3 / MILITARY
,FishingRod,other,0.9100,TIER 3 / MILITARY
,Hammer,tools,0.9400,CONSTRUCTION & SPARE PARTS
,ImprovisedFishingRod,other,0.9500,TIER 3 / MILITARY
,QuickieBow,other,0.9500,TIER 3 / MILITARY
,DartGun,other,0.9500,TIER 3 / MILITARY
,FNX45,other,0.9500,TIER 3 / MILITARY
,FNX45_arrow,other,0.9500,TIER 3 / MILITARY
,Red9,other,0.9600,TIER 3 / MILITARY
,FC_Vehicle_Case_Paint,other,0.9800,TIER 3 / MILITARY
,TestObject,other,1.0000,TIER 3 / MILITARY
,Head,other,1.0000,TIER 3 / MILITARY
,Head_Default,other,1.0000,TIER 3 / MILITARY
,FemaleFridaHead,other,1.0000,TIER 3 / MILITARY
,FemaleGabiHead,other,1.0000,TIER 3 / MILITARY
,FemaleHelgaHead,other,1.0000,TIER 3 / MILITARY
,FemaleIrenaHead,other,1.0000,TIER 3 / MILITARY
,FemaleJudyHead,other,1.0000,TIER 3 / MILITARY
,FemaleKeikoHead,other,1.0000,TIER 3 / MILITARY
,FemaleLindaHead,other,1.0000,TIER 3 / MILITARY
,FemaleMariaHead,other,1.0000,TIER 3 / MILITARY
,FemaleNaomiHead,other,1.0000,TIER 3 / MILITARY
,FemaleEvaHead,other,1.0000,TIER 3 / MILITARY
,FemaleBatyHead,other,1.0000,TIER 3 / MILITARY
,MaleAdamHead,other,1.0000,TIER 3 / MILITARY
,MaleBorisHead,other,1.0000,TIER 3 / MILITARY
,MaleCyrilHead,other,1.0000,TIER 3 / MILITARY
,MaleDenisHead,other,1.0000,TIER 3 / MILITARY
,MaleEliasHead,other,1.0000,TIER 3 / MILITARY
,MaleFrancisHead,other,1.0000,TIER 3 / MILITARY
,MaleGuoHead,other,1.0000,TIER 3 / MILITARY
,MaleHassanHead,other,1.0000,TIER 3 / MILITARY
,MaleIndarHead,other,1.0000,TIER 3 / MILITARY
,MaleJoseHead,other,1.0000,TIER 3 / MILITARY
,MaleKaitoHead,other,1.0000,TIER 3 / MILITARY
,MaleLewisHead,other,1.0000,TIER 3 / MILITARY
,MaleManuaHead,other,1.0000,TIER 3 / MILITARY
,MaleNikiHead,other,1.0000,TIER 3 / MILITARY
,MaleOliverHead,other,1.0000,TIER 3 / MILITARY
,MalePeterHead,other,1.0000,TIER 3 / MILITARY
,MaleQuinnHead,other,1.0000,TIER 3 / MILITARY
,MaleRolfHead,other,1.0000,TIER 3 / MILITARY
,MaleSethHead,other,1.0000,TIER 3 / MILITARY
,MaleTaikiHead,other,1.0000,TIER 3 / MILITARY
,MaleAdamHead_BeardStart,other,1.0000,TIER 3 / MILITARY
,MaleAdamHead_BeardEnd,other,1.0000,TIER 3 / MILITARY
,BookBible,other,1.0000,TIER 3 / MILITARY
,BookTheWarOfTheWorlds,other,1.0000,TIER 3 / MILITARY
,BookAroundTheWorldIn80Days,other,1.0000,TIER 3 / MILITARY
,BookCrimeAndPunishment,other,1.0000,TIER 3 / MILITARY
,BookTheMetamorphosis,other,1.0000,TIER 3 / MILITARY
,BookTheRaven,other,1.0000,TIER 3 / MILITARY
,BookTheArtOfWar,other,1.0000,TIER 3 / MILITARY
,BookRobinsonCrusoe,other,1.0000,TIER 3 / MILITARY
,BookRussian,other,1.0000,TIER 3 / MILITARY
,BookRussianCheatSheet,other,1.0000,TIER 3 / MILITARY
,BookThePictureOfDorianGray,other,1.0000,TIER 3 / MILITARY
,BookThePitAndThePendulum,other,1.0000,TIER 3 / MILITARY
,BookTheTimeMachine,other,1.0000,TIER 3 / MILITARY
,BookTheCountryOfTheBlind,other,1.0000,TIER 3 / MILITARY
,BookBilaNemoc,other,1.0000,TIER 3 / MILITARY
,BookYouth,other,1.0000,TIER 3 / MILITARY
,BookVerwandlung,other,1.0000,TIER 3 / MILITARY
,BookTheJungleBook,other,1.0000,TIER 3 / MILITARY
,BookTheBrothersKaramazov,other,1.0000,TIER 3 / MILITARY
,BookTheCallOfCthulhu,other,1.0000,TIER 3 / MILITARY
,BookTheShunnedHouse,other,1.0000,TIER 3 / MILITARY
,BookTheHoundOfTheBaskervilles,other,1.0000,TIER 3 / MILITARY
,BookAndersen,other,1.0000,TIER 3 / MILITARY
,BookTonyAndTheBeetles,other,1.0000,TIER 3 / MILITARY
,BookTheCosmicComputer,other,1.0000,TIER 3 / MILITARY
,BookATravelerInTime,other,1.0000,TIER 3 / MILITARY
,BookTheVariableMan,other,1.0000,TIER 3 / MILITARY
,BookTheOutlet,other,1.0000,TIER 3 / MILITARY
,BookTheBarrier,other,1.0000,TIER 3 / MILITARY
,BookTheDesertOfWheat,other,1.0000,TIER 3 / MILITARY
,BookFlyingURanch,other,1.0000,TIER 3 / MILITARY
,BookCassidysRustlerRoundUp,other,1.0000,TIER 3 / MILITARY
,BookLonesomeLand,other,1.0000,TIER 3 / MILITARY
,BookTrailin,other,1.0000,TIER 3 / MILITARY
,BookRonickyDoone,other,1.0000,TIER 3 / MILITARY
,BookBettyZane,other,1.0000,TIER 3 / MILITARY
,BookATexasMatchmaker,other,1.0000,TIER 3 / MILITARY
,BookTheThunderBird,other,1.0000,TIER 3 / MILITARY
,BookBlackJack,other,1.0000,TIER 3 / MILITARY
,BookTheLastTrail,other,1.0000,TIER 3 / MILITARY
,BookSelectedStories,other,1.0000,TIER 3 / MILITARY
,BookTheHeritageOfTheSioux,other,1.0000,TIER 3 / MILITARY
,BookDesertGold,other,1.0000,TIER 3 / MILITARY
,BookTheHiddenChildren,other,1.0000,TIER 3 / MILITARY
,BookTheLastOfThePlainsmen,other,1.0000,TIER 3 / MILITARY
,BookGunmansReckoning,other,1.0000,TIER 3 / MILITARY
,BookSkyrider,other,1.0000,TIER 3 / MILITARY
,BookSpinifexAndSand,other,1.0000,TIER 3 / MILITARY
,BookSunsetPass,other,1.0000,TIER 3 / MILITARY
,BookTheCaveOfGold,other,1.0000,TIER 3 / MILITARY
,BookTheDayOfTheBeast,other,1.0000,TIER 3 / MILITARY
,BookTheQuirt,other,1.0000,TIER 3 / MILITARY
,BookAVoyageToArcturus,other,1.0000,TIER 3 / MILITARY
,BookWealthOfNations,other,1.0000,TIER 3 / MILITARY
,BookAndersensFairyTales,other,1.0000,TIER 3 / MILITARY
,BookBlackBeauty,other,1.0000,TIER 3 / MILITARY
,BookBuddenbrooks,other,1.0000,TIER 3 / MILITARY
,BookDeadSouls,other,1.0000,TIER 3 / MILITARY
,BookErewhon,other,1.0000,TIER 3 / MILITARY
,BookFatherGoriot,other,1.0000,TIER 3 / MILITARY
,BookGreatExpectations,other,1.0000,TIER 3 / MILITARY
,BookGulliversTravels,other,1.0000,TIER 3 / MILITARY
,BookHeartOfDarkness,other,1.0000,TIER 3 / MILITARY
,BookHerland,other,1.0000,TIER 3 / MILITARY
,BookIvanhoe,other,1.0000,TIER 3 / MILITARY
,BookKidnapped,other,1.0000,TIER 3 / MILITARY
,BookLaChartreuseDeParme,other,1.0000,TIER 3 / MILITARY
,BookLordJim,other,1.0000,TIER 3 / MILITARY
,BookMadameBovary,other,1.0000,TIER 3 / MILITARY
,BookNostromo,other,1.0000,TIER 3 / MILITARY
,BookNaturalSelection,other,1.0000,TIER 3 / MILITARY
,BookTheMetamorphosesOfOvid,other,1.0000,TIER 3 / MILITARY
,BookMobyDick,other,1.0000,TIER 3 / MILITARY
,BookKingLear,other,1.0000,TIER 3 / MILITARY
,BookLaDbcle,other,1.0000,TIER 3 / MILITARY
,BookTheCanterburyTales,food,1.0000,TIER 1 & 2
,BookTheRightsOfWoman,other,1.0000,TIER 3 / MILITARY
,BookToTheInteriorOfTheEarth,other,1.0000,TIER 3 / MILITARY
,BookNjalsSaga,other,1.0000,TIER 3 / MILITARY
,BookTheTrial,other,1.0000,TIER 3 / MILITARY
,BookDonQuixote,other,1.0000,TIER 3 / MILITARY
,BookPhilosophiaeNaturalis,other,1.0000,TIER 3 / MILITARY
,BookPrideAndPrejudice,other,1.0000,TIER 3 / MILITARY
,BookRasselas,other,1.0000,TIER 3 / MILITARY
,BookShe,other,1.0000,TIER 3 / MILITARY
,BookSonsAndLovers,other,1.0000,TIER 3 / MILITARY
,BookTheCallOfTheWild,other,1.0000,TIER 3 / MILITARY
,BookTheComingRace,other,1.0000,TIER 3 / MILITARY
,BookRobinsonCrusoeAdventures,other,1.0000,TIER 3 / MILITARY
,BookTheIslandOfDoctorMoreau,other,1.0000,TIER 3 / MILITARY
,BookTheMahabharataOfKrishna,other,1.0000,TIER 3 / MILITARY
,BookTheManWhoWasThursday,other,1.0000,TIER 3 / MILITARY
,BookThePossessed,other,1.0000,TIER 3 / MILITARY
,BookThePrisonerOfZenda,other,1.0000,TIER 3 / MILITARY
,BookAPrincessOfMars,other,1.0000,TIER 3 / MILITARY
,BookKingSolomonsMines,other,1.0000,TIER 3 / MILITARY
,BookMiddlemarch,other,1.0000,TIER 3 / MILITARY
,BookTheHouseOfTheSevenGables,other,1.0000,TIER 3 / MILITARY
,BookTheMonkARomance,other,1.0000,TIER 3 / MILITARY
,BookTheJustifiedSinner,other,1.0000,TIER 3 / MILITARY
,BookTheRedBadgeOfCourage,other,1.0000,TIER 3 / MILITARY
,BookADollsHouse,other,1.0000,TIER 3 / MILITARY
,BookAfterLondon,other,1.0000,TIER 3 / MILITARY
,BookGilgameshEpic,other,1.0000,TIER 3 / MILITARY
,BookAnnaKarenina,other,1.0000,TIER 3 / MILITARY
,BookCandide,food,1.0000,TIER 1 & 2
,BookFaust,other,1.0000,TIER 3 / MILITARY
,BookHinduLiterature,other,1.0000,TIER 3 / MILITARY
,BookHunger,other,1.0000,TIER 3 / MILITARY
,BookJapaneseLiterature,other,1.0000,TIER 3 / MILITARY
,BookLeRougeEtLeNoir,other,1.0000,TIER 3 / MILITARY
,BookTheDecameron,other,1.0000,TIER 3 / MILITARY
,BookTheGiacomoLeopardi,other,1.0000,TIER 3 / MILITARY
,BookAliceInWonderland,other,1.0000,TIER 3 / MILITARY
,BookTheThreeMusketeers,other,1.0000,TIER 3 / MILITARY
,BookTheTurnOfTheScrew,other,1.0000,TIER 3 / MILITARY
,BookTranslationsOfShakuntala,other,1.0000,TIER 3 / MILITARY
,BookTreasureIsland,other,1.0000,TIER 3 / MILITARY
,BookUlysses,other,1.0000,TIER 3 / MILITARY
,BookUncleSilas,other,1.0000,TIER 3 / MILITARY
,BookTheAeneid,other,1.0000,TIER 3 / MILITARY
,BookWarAndPeace,other,1.0000,TIER 3 / MILITARY
,BookWielandOrTheTransformation,other,1.0000,TIER 3 / MILITARY
,BookWutheringHeights,other,1.0000,TIER 3 / MILITARY
,BookCinqSemainesEnBallon,other,1.0000,TIER 3 / MILITARY
,BookDracula,other,1.0000,TIER 3 / MILITARY
,BookMrchenFrKinder,other,1.0000,TIER 3 / MILITARY
,BookLesTroisMousquetaires,other,1.0000,TIER 3 / MILITARY
,BookDeLorigineDesEspces,other,1.0000,TIER 3 / MILITARY
,BookDasNibelungenlied,other,1.0000,TIER 3 / MILITARY
,BookTheLastMan,other,1.0000,TIER 3 / MILITARY
,BookFaustErsterTeil,other,1.0000,TIER 3 / MILITARY
,BookLenfer1Of2,other,1.0000,TIER 3 / MILITARY
,BookVoyageAuCentreDeLaTerre,other,1.0000,TIER 3 / MILITARY
,BookRomeoUndJulia,other,1.0000,TIER 3 / MILITARY
,BookFrankenstein,other,1.0000,TIER 3 / MILITARY
,BookDeLaTerreLaLune,other,1.0000,TIER 3 / MILITARY
,BookDonQuichotte,other,1.0000,TIER 3 / MILITARY
,BookLleMystrieuse,other,1.0000,TIER 3 / MILITARY
,BookLaComdieHumaine,other,1.0000,TIER 3 / MILITARY
,BookLesCorneilles,other,1.0000,TIER 3 / MILITARY
,Book20000LieuesSousLesMers,other,1.0000,TIER 3 / MILITARY
,BookThreeMenInABoat,other,1.0000,TIER 3 / MILITARY
,UndergroundStash,other,1.0000,TIER 3 / MILITARY
,UndergroundStashSnow,other,1.0000,TIER 3 / MILITARY
,Flag_Chernarus,other,1.0000,TIER 3 / MILITARY
,Flag_Chedaki,other,1.0000,TIER 3 / MILITARY
,Flag_NAPA,other,1.0000,TIER 3 / MILITARY
,Flag_CDF,other,1.0000,TIER 3 / MILITARY
,Flag_Livonia,other,1.0000,TIER 3 / MILITARY
,Flag_Altis,other,1.0000,TIER 3 / MILITARY
,Flag_SSahrani,other,1.0000,TIER 3 / MILITARY
,Flag_NSahrani,other,1.0000,TIER 3 / MILITARY
,Flag_DayZ,other,1.0000,TIER 3 / MILITARY
,Flag_LivoniaArmy,other,1.0000,TIER 3 / MILITARY
,Flag_White,other,1.0000,TIER 3 / MILITARY
,Flag_Bohemia,other,1.0000,TIER 3 / MILITARY
,Flag_APA,other,1.0000,TIER 3 / MILITARY
,Flag_UEC,other,1.0000,TIER 3 / MILITARY
,Flag_Pirates,other,1.0000,TIER 3 / MILITARY
,Flag_Cannibals,food,1.0000,TIER 1 & 2
,Flag_Bear,other,1.0000,TIER 3 / MILITARY
,Flag_Wolf,other,1.0000,TIER 3 / MILITARY
,Flag_BabyDeer,other,1.0000,TIER 3 / MILITARY
,Flag_Rooster,other,1.0000,TIER 3 / MILITARY
,Flag_CMC,other,1.0000,TIER 3 / MILITARY
,Flag_TEC,other,1.0000,TIER 3 / MILITARY
,Flag_CHEL,other,1.0000,TIER 3 / MILITARY
,Flag_Zenit,other,1.0000,TIER 3 / MILITARY
,Flag_BrainZ,other,1.0000,TIER 3 / MILITARY
,Flag_Refuge,other,1.0000,TIER 3 / MILITARY
,Flag_RSTA,other,1.0000,TIER 3 / MILITARY
,Flag_Snake,other,1.0000,TIER 3 / MILITARY
,Flag_Crook,other,1.0000,TIER 3 / MILITARY
,Flag_Rex,other,1.0000,TIER 3 / MILITARY
,Flag_Zagorky,other,1.0000,TIER 3 / MILITARY
,Flag_Sakhal,other,1.0000,TIER 3 / MILITARY
,Plant_Tomato,other,1.0000,TIER 3 / MILITARY
,Plant_Pepper,other,1.0000,TIER 3 / MILITARY
,Plant_Potato,other,1.0000,TIER 3 / MILITARY
,Plant_Zucchini,other,1.0000,TIER 3 / MILITARY
,Plant_Cannabis,food,1.0000,TIER 1 & 2
,GardenPlotGreenhouse,other,1.0000,TIER 3 / MILITARY
,GardenPlotPolytunnel,other,1.0000,TIER 3 / MILITARY
,SodaCan_Empty,food,1.0000,TIER 1 & 2
,DeadRabbit,other,1.0000,TIER 3 / MILITARY
,DeadFox,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz10,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz11,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz12,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz13,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz14,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz15,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz16,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz17,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz18,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz19,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz1,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz20,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz21,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz22,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz23,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz24,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz25,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz26,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz27,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz28,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz29,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz2,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz30,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz31,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz32,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz33,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz34,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz35,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz36,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz37,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz38,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz39,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz3,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz40,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz41,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz42,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz43,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz44,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz45,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz46,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz47,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz48,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz49,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz4,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz50,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz51,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz52,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz53,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz54,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz55,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz56,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz57,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz58,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz59,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz5,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz60,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz61,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz62,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz63,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz64,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz65,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz66,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz67,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz6,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz7,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz8,other,1.0000,TIER 3 / MILITARY
,rm_flag_dayz9,other,1.0000,TIER 3 / MILITARY
,rm_flag_CVO2,other,1.0000,TIER 3 / MILITARY
,rm_flag_CVO,other,1.0000,TIER 3 / MILITARY
,rm_flagWIN,other,1.0000,TIER 3 / MILITARY
,rm_flagWIN2,other,1.0000,TIER 3 / MILITARY
,rm_flagWIN3,other,1.0000,TIER 3 / MILITARY
,Poncho_Red_Checkered,other,1.0000,TIER 3 / MILITARY
,Poncho_Blue_Checkered,other,1.0000,TIER 3 / MILITARY
,Poncho_Yellow_Checkered,other,1.0000,TIER 3 / MILITARY
,Poncho_White,other,1.0000,TIER 3 / MILITARY
,Poncho_Brown,other,1.0000,TIER 3 / MILITARY
,Poncho_Green,other,1.0000,TIER 3 / MILITARY
,Poncho_Red,other,1.0000,TIER 3 / MILITARY
,Poncho_Black,other,1.0000,TIER 3 / MILITARY
,Poncho_BlackAndWhite,other,1.0000,TIER 3 / MILITARY
,Poncho_BlackAndWhite2,other,1.0000,TIER 3 / MILITARY
,rm_Fence_static,other,1.0000,TIER 3 / MILITARY
,ElectronicRepairKit,other,1.0000,TIER 3 / MILITARY
,FC_Number_Example_1,other,1.0000,TIER 3 / MILITARY
,FC_Number_Example_2,other,1.0000,TIER 3 / MILITARY
,OH_Invis_Helm,other,1.0000,TIER 3 / MILITARY
,OH_altin_cover_1_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_black_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_green_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_ATACS_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_ATACS_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_berezka_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_berezka_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_dubok_1_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_dubok_1_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_dubok_2_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_dubok_2_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_EMR_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_EMR_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_FLECTARN_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_FLECTARN_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_FLORA_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_FLORA_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_german_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_german_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_IZLOM_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_IZLOM_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_partizan_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_partizan_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_veles_black,other,1.0000,UNDERGROUND
,OH_altin_cover_1_veles_black_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_veles_green,other,1.0000,UNDERGROUND
,OH_altin_cover_1_veles_green_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_black_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_green_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_ATACS_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_ATACS_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_berezka_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_berezka_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_dubok_1_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_dubok_1_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_dubok_2_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_dubok_2_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_EMR_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_EMR_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_FLECTARN_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_FLECTARN_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_FLORA_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_FLORA_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_german_black,other,1.0000,UNDERGROUND
,OH_altin_cover_2_german_green,other,1.0000,UNDERGROUND
,OH_altin_cover_2_IZLOM_black,other,1.0000,UNDERGROUND
